Document_ID,Design_Input,Risk_Assessment,Last_Reviewed,Compliance_Score,Critical_Issues,Composite_Compliance_Score
84810,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,78.95,0,68.37
94330,Potential of broken strands in the main steel cable supporting the accessory holder used with BuckyDiagnost and DigitalDiagnost X-ray systems.,Low,2010-09-09,84.76,0,71.856
103911,A previous recall related to reports of calibration failure and late retention times using Elution Buffer led to an examination of other buffers manufactured during the same time period and a decision was made to field correct  these products until a definitive root cause and corrective action have been found and implemented.,Low,2011-09-12,75.0,1,65.0
113036,"3M determined that the electrical grounding mechanism for the Steri-Vac 5XL and 8XL gas Sterilizer/Aerator did not meet all of the requirements of the standard in that the electrical wiring, which is insulated and contained within the sealed door should have a stronger connection to the protective electrical grounding mechansim.",Low,2012-09-13,97.73,0,79.638
121918,Potential for leur connector to leak or have cracks.,Low,2013-09-11,62.49,0,58.494
129837,Philips had discovered  through a field service testing where a device failed to comply with a Federal standard.,Low,2014-08-08,57.14,0,55.284
140324,"Some Medical Device Identification Cards provided to SureScan pacemaker patients indicate they have a complete Magnetic Resonance  (MR) Conditional system, when in fact, not all of their implanted leads have been FDA approved as MR Conditional.",Low,2015-09-15,92.12,0,76.27199999999999
147149,"The primary packaging of these products may show leaks in individual cases. As a consequence, the liquid may escape inadvertently and direct contact with this liquid may lead to skin irritation.",Low,2016-05-27,53.42,0,53.052
158787,Analysis of the difference between the actual device longevity and the battery indicator status provided by the Clinician Programmer (CP) or Patient Controller (PC) has revealed errors in the CP or PC longevity estimations that can overestimate or under estimate the battery indicator status in certain situations.,Low,2017-09-12,97.79,0,79.674
166848,"The date/time, nurse call and alarm settings of the bedside patient monitors may reset to the factory default settings when the monitor is powered off.",Low,2018-07-31,40.73,0,45.438
174717,Reports of pressure relief manifold venting gas below the standard pressure.,Low,2019-05-30,98.19,0,79.91399999999999
183416,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,42.59,0,46.554
189261,Inserts were packaged in vacuum bags that lacked an additional oxygen barrier layer.,Medium,2021-08-30,93.47,0,68.082
195756,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",Medium,2022-07-29,71.66,0,54.995999999999995
202584,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,Medium,2023-07-27,99.58,0,71.74799999999999
209985,"Thyroid Stimulating Hormone (TSH) calibrator card has an incorrect barcode linked to incorrect information, that may allow successful system calibration, but the TSH results obtained could be higher than expected.",Medium,2024-08-26,44.43,0,38.658
29249,The suction valve may become stuck in the 'suction on' position under vacuum.,Low,2003-07-11,73.23,0,64.938
34686,"Locking pins may be installed backward, and cot may drop from highest to lowest position when the users are not prepared for the drop.",Low,2004-08-17,98.16,0,79.89599999999999
41601,The implant may fracture at the junction of the base and the trabecular metal keel if adequate support  for the base has not been achieved by the host bone and/or bone cement.,Low,2005-08-23,71.39,0,63.833999999999996
48601,"Following a customer complaint, Abbott found an atypical stability profile for the lot of the calibrators listed in this recall.  The investigation to date has shown that both controls and patient results have shifted upwards over time together.",Low,2006-09-07,77.76,0,67.656
55406,The carton label may not reflect the correct size of the acetabular cup.,Low,2007-07-12,81.74,0,70.044
73338,"Potential inability to insufflate through the stopcock. Under certain circumstances, a flexible elastomeric component inside the 15mm trocar can
stretch into a configuration that blocks the flow of insufflation gas (C02).",Low,2008-06-25,67.27,0,61.361999999999995
84811,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,77.65,0,67.59
94201,There have been reports of blocked/clogged needles for the 30 gauge PrecisionGlide Needles,Low,2010-08-24,75.06,0,66.036
103914,A previous recall related to reports of calibration failure and late retention times using Elution Buffer led to an examination of other buffers manufactured during the same time period and a decision was made to field correct  these products until a definitive root cause and corrective action have been found and implemented.,Low,2011-09-12,94.07,1,76.442
112305,The instrument may not dispense the specimen onto the pre-poured media resulting in a false negative result.,Low,2012-08-28,42.73,0,46.638
121035,"GE Healthcare has recently become aware of a potential safety issue related with the DMPR function and Screen Saved Images on your scanner which involves Optima CT660, Brivo CT385, Discovery PET/CT 610, Discovery PET/CT 710. The DMPR and Screen Save functionality may possibly generate the same
Series UID. It has been seen that some PACS may combine series under a patient using only the Series UID",Low,2013-03-26,56.86,0,55.116
130088,Customer contacted Biomedix of complaint and returned the failed set along with 86 units of unopened stock (96 units originally shipped).  Biomedix performed extensive investigation and found insufficient application of glue.  Recall was initiated due to the rate of the failure.,Low,2014-08-14,97.02,1,78.21199999999999
140304,Images may be missing when a system parameter MapRoute is set to a value greater than 1.,Low,2015-09-16,93.42,0,77.05199999999999
147150,"The primary packaging of these products may show leaks in individual cases. As a consequence, the liquid may escape inadvertently and direct contact with this liquid may lead to skin irritation.",Low,2016-05-27,67.34,0,61.404
158846,Analysis of the difference between the actual device longevity and the battery indicator status provided by the Clinician Programmer (CP) or Patient Controller (PC) has revealed errors in the CP or PC longevity estimations that can overestimate or under estimate the battery indicator status in certain situations.,Low,2017-09-12,77.21,0,67.326
166849,"The date/time, nurse call and alarm settings of the bedside patient monitors may reset to the factory default settings when the monitor is powered off.",Low,2018-07-31,56.64,0,54.984
175420,"Stryker C2 NerveMonitor's design and instructions may not optimally address usability issues related to
the functionality of the device, which may result in use errors potentially causing or contributing to nerve
injury.",Low,2019-07-31,51.29,1,50.774
183417,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,67.82,0,61.69199999999999
189263,Inserts were packaged in vacuum bags that lacked an additional oxygen barrier layer.,Medium,2021-08-30,61.2,0,48.72
195760,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",Medium,2022-07-29,75.02,0,57.01199999999999
202585,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,Medium,2023-07-27,44.66,0,38.79599999999999
209970,Anterior locking tabs on the Triathlon Universal Baseplate are out of specification which may prevent engagement of either of the two locking tabs with the locking wire of the tibial insert.,Medium,2024-09-04,98.46,0,71.076
29250,The suction valve may become stuck in the 'suction on' position under vacuum.,Low,2003-07-11,99.17,0,80.502
